Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
,,JUMLAH,,,N A M A,/   J U M L A H,,,,LUAS,JUMLAH,,,,
K O D E,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,(Km2),(Jiwa) *),,,,
,,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
64.01.09.2012,,,,,,,,,12,Pengguren Jaya,,,"Pemekaran sebagian Desa Lomu, Perda No. 1/2012",,
64.01.09.2013,,,,,,,,,13,Tebru Paser Damai,,,"Pemekaran sebagian Desa Kerang, Perda No. 1/2012",,
64.01.10,,,,,10,Muara Samu,,-,,9,,,,,
64.01.10.2001,,,,,,,,,1,Tanjung Pinang,,,,,
64.01.10.2002,,,,,,,,,2,Rantau Atas,,,,,
64.01.10.2003,,,,,,,,,3,Libur Dinding,,,,,
64.01.10.2004,,,,,,,,,4,Luan,,,,,
64.01.10.2005,,,,,,,,,5,Suweto,,,,,
64.01.10.2006,,,,,,,,,6,Muser,,,,,
64.01.10.2007,,,,,,,,,7,Biu,,,,,
64.01.10.2008,,,,,,,,,8,Rantau Bintungan,,,,,
64.01.10.2009,,,,,,,,,9,Muara Andeh,,,Pembentukan Desa Perda No. 3.a/2007,,
64.02,,KAB. KUTAI KARTANEGARA,,,,,18,44,,193,"23.601,91",670.458,,,
,2,,,,,,,,,,,,PP No. 8/2002 tentang Perubahan nama Kabupaten Kutai menjadi,,
,,,,,,,,,,,,,Kabupaten Kutai Kartanegara,,
64.02.01,,,,,1,Muara Muntai,,-,,13,,,,,
64.02.01.2001,,,,,,,,,1,Perian,,,,,
64.02.01.2002,,,,,,,,,2,Muara Leka,,,,,
64.02.01.2003,,,,,,,,,3,Muara Aloh,,,,,
64.02.01.2004,,,,,,,,,4,Jantur,,,,,
64.02.01.2005,,,,,,,,,5,Batuq,,,,,
64.02.01.2006,,,,,,,,,6,Rebaq Rinding,,,,,
64.02.01.2007,,,,,,,,,7,Muara Muntai Ulu,,,,,
64.02.01.2008,,,,,,,,,8,Muara Muntai Ilir,,,,,
64.02.01.2009,,,,,,,,,9,Kayu Batu,,,,,
64.02.01.2010,,,,,,,,,10,Jantur Selatan,,,,,
64.02.01.2011,,,,,,,,,11,Tanjung Batuq,,,,,
,,,,,,,,,,Harapan,,,,,
64.02.01.2012,,,,,,,,,12,Pulau Harapan,,,,,
64.02.01.2013,,,,,,,,,13,Jantur Baru,,,,,
64.02.02,,,,,2,Loa Kulu,,-,,15,,,,,
64.02.02.2001,,,,,,,,,1,Jonggon Desa,,,Perbaikan nama sesuai Surat Pemprov Kaltim No.,,
,,,,,,,,,,,,,414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan,,
,,,,,,,,,,,,,status Desa dan Pembentukan Desa Tgl 19 Juni 2015,,
64.02.02.2002,,,,,,,,,2,Sungai Payang,,,,,
64.02.02.2003,,,,,,,,,3,Jembayan,,,,,
64.02.02.2004,,,,,,,,,4,Loa Kulu Kota,,,,,
,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
64.02.02.2005,,,,,,,5,Loh Sumber,,,,,,,
64.02.02.2006,,,,,,,6,Ponoragan,,,,,,,
64.02.02.2007,,,,,,,7,Rempanga,,,,,,,
64.02.02.2008,,,,,,,8,Margahayu,,,,Perbaikan nama sesuai Surat Pemprov Kaltim No.,,,
,,,,,,,,,,,,414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan,,,
,,,,,,,,,,,,status Desa dan Pembentukan Desa Tgl 19 Juni 2015,,,
64.02.02.2009,,,,,,,9,Karya Utama,,,,,,,
64.02.02.2010,,,,,,,10,Lung Anai,,,,,,,
64.02.02.2011,,,,,,,11,Jembayan Tengah,,,,,,,
64.02.02.2012,,,,,,,12,Jembayan Dalam,,,,,,,
64.02.02.2013,,,,,,,13,Sepakat,,,,"Pemekaran sebagaian Desa Loa Kulu Kota, Perda No. 11/2010",,,
64.02.02.2014,,,,,,,14,Sumber Sari,,,,"Pemekaran sebagaian Desa Luh Sumber, Perda No. 12/2010",,,
64.02.02.2015,,,,,,,15,Jongkang,,,,"Pemekaran sebagaian Desa Rempanga, Perda No. 13/2010",,,
64.02.03,,,,3,Loa Janan,-,,,8,,,,,,
64.02.03.2001,,,,,,,1,Bakungan,,,,,,,
64.02.03.2002,,,,,,,2,Loa Duri Ulu,,,,,,,
64.02.03.2003,,,,,,,3,Loa Janan Ulu,,,,,,,
64.02.03.2004,,,,,,,4,Purwajaya,,,,,,,
64.02.03.2005,,,,,,,5,Tani Bhakti,,,,,,,
64.02.03.2006,,,,,,,6,Batuah,,,,,,,
64.02.03.2007,,,,,,,7,Loa Duri Ilir,,,,,,,
64.02.03.2008,,,,,,,8,Tani Harapan,,,,,,,
64.02.04,,,,4,Anggana,-,,,8,,,,,,
64.02.04.2001,,,,,,,1,Sepatin,,,,,,,
64.02.04.2002,,,,,,,2,Muara Pantuan,,,,,,,
64.02.04.2003,,,,,,,3,Tani Baru,,,,,,,
64.02.04.2004,,,,,,,4,Kutai Lama,,,,,,,
64.02.04.2005,,,,,,,5,Anggana,,,,,,,
64.02.04.2006,,,,,,,6,Sungai Meriam,,,,,,,
64.02.04.2007,,,,,,,7,Sidomulyo,,,,,,,
64.02.04.2008,,,,,,,8,Handil Terusan,,,,,,,
64.02.05,,,,5,Muara Badak,-,,,13,,,,,,
64.02.05.2001,,,,,,,1,Saliki,,,,Perbaikan nama sesuai Surat Pemprov Kaltim No.,,,
,,,,,,,,,,,,414/3448/BPMPD/VI/2015 perihal Rekomendasi Perubahan,,,
,,,,,,,,,,,,status Desa dan Pembentukan Desa Tgl 19 Juni 2015,,,
64.02.05.2002,,,,,,,2,Salo Palai,,,,,,,
,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
64.02.05.2003,,,,,,,,3,Muara Badak Ulu,,,,,,
64.02.05.2004,,,,,,,,4,Muara Badak Ilir,,,,,,
64.02.05.2005,,,,,,,,5,Tanjung Limau,,,,,,
64.02.05.2006,,,,,,,,6,Tanah Datar,,,,,,
64.02.05.2007,,,,,,,,7,Badak Baru,,,,,,
64.02.05.2008,,,,,,,,8,Suka Damai,,,,,,
64.02.05.2009,,,,,,,,9,Badak Mekar,,,,,,
64.02.05.2010,,,,,,,,10,Gas Alam Badak I,,,,,,
64.02.05.2011,,,,,,,,11,Batu-Batu,,,,,,
64.02.05.2012,,,,,,,,12,Salo Cella,,,,,,
64.02.05.2013,,,,,,,,13,Sungai Bawang,,,,,,
64.02.06,,,,6,Tenggarong,,12,,,2,,,,,
64.02.06.1001,,,,,,1,Jahab,,,,,,,,
