Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,,
63.01.05.2011,,,,11,Ujung Baru,,,,,,,,,,
63.01.05.2012,,,,12,Sambangan,,,,,,,,,,
63.01.05.2013,,,,13,Kait-kait,,,,,,,,,,
63.01.05.2014,,,,14,Kait-kait Baru,,,,,,,,,,
63.01.06,6,Panyipatan,-,,,10,,,,,,,,,
,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
63.01.06.2001,,,,,,,1,Batu Tungku,,,,,,,
63.01.06.2002,,,,,,,2,Panyipatan,,,,,,,
63.01.06.2003,,,,,,,3,Kandangan Baru,,,,,,,
63.01.06.2004,,,,,,,4,Kandangan Lama,,,,,,,
63.01.06.2005,,,,,,,5,Batakan,,,,,,,
63.01.06.2006,,,,,,,6,Kuringkit,,,,,,,
63.01.06.2007,,,,,,,7,Tanjung Dewa,,,,,,,
63.01.06.2008,,,,,,,8,Suka Ramah,,,,,,,
63.01.06.2009,,,,,,,9,Batu Mulya,,,,,,,
63.01.06.2010,,,,,,,10,Bumi Asih,,,,,,,
63.01.07,,,,7,Kintap,-,,,14,,,,,,
