Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,,
,NOMOR,TAHUN,,,,,,,,,,,,,
,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,,,
,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,,,
73.02.01.2014,,,,,,,,,,11,Paenre Lampoe,,,,
73.02.01.2015,,,,,,,,,,12,Benteng Gattareng,,,,
73.02.01.2016,,,,,,,,,,13,Bukit Harapan,,,,
73.02.01.2017,,,,,,,,,,14,Polewali,,,,
73.02.01.2018,,,,,,,,,,15,Bonto Masila,,,,
,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
73.02.01.2019,,,,,,,,16,Barombong,,,,,,
73.02.01.2020,,,,,,,,17,Bukit Tinggi,,,,,,
73.02.01.2021,,,,,,,,18,Taccorong,,,,"Pemekaran sebagian Desa Polewali, Perda No. 9/2010",,
73.02.02,,,,2,Ujung Bulu,,9,,,-,,,,,
73.02.02.1001,,,,,,1,Tanah Kongkong,,,,,,,,
73.02.02.1002,,,,,,2,Bentengnge,,,,,,,,
73.02.02.1003,,,,,,3,Terang Terang,,,,,,,,
