Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,
12.01.15.2006,,,,,,,,4,Kebun Pisang,,,,,
12.01.15.2007,,,,,,,,5,Lubuk Ampolu,,,,,
12.01.15.2008,,,,,,,,6,Pagaran Honas,,,,,
12.01.15.2009,,,,,,,,7,Sitardas,,,,,
,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,,LUAS,JUMLAH,,
,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,
K O D E,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.01.16,,,,16,Pasaribu Tobing,,-,,,9,,,Perda No.8/2007,
12.01.16.2001,,,,,,,,1,Suga Suga,,,,Semula wil. Kec. Sorkam Barat,
,,,,,,,,,Hutagodang,,,,,
12.01.16.2002,,,,,,,,2,Suka Maju,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2003,,,,,,,,3,Makmur,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2004,,,,,,,,4,Pasaribu Tobing,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2005,,,,,,,,5,Aek Nadua,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2006,,,,,,,,6,Simargarap,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2007,,,,,,,,7,Sidaling,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2008,,,,,,,,8,Sipakpahi,,,,Semula wil. Kec. Sorkam Barat,
12.01.16.2009,,,,,,,,9,PO Simargarap,,,,Perda 9/2009,
12.01.17,,,,17,Barus Utara,,-,,,6,,,Perda No.8/2007,
12.01.17.2001,,,,,,,,1,Hutaginjang,,,,Semula wil. Kec. Barus,
12.01.17.2002,,,,,,,,2,Sihorbo,,,,Semula wil. Kec. Barus,
12.01.17.2003,,,,,,,,3,Parik Sinomba,,,,Semula wil. Kec. Barus,
12.01.17.2004,,,,,,,,4,Purba Tua,,,,Semula wil. Kec. Barus,
12.01.17.2005,,,,,,,,5,Pananggahan,,,,Semula wil. Kec. Barus,
12.01.17.2006,,,,,,,,6,Siharbangan,,,,Perda No. 9/2007,
12.01.18,,,,18,Suka Bangun,,-,,,6,,,Perda No.8/2007,
12.01.18.2001,,,,,,,,1,Pulo Pakkat,,,,Semula wil. Kec. Sibabangun,
12.01.18.2002,,,,,,,,2,Tebing Tinggi,,,,Semula wil. Kec. Sibabangun,
12.01.18.2003,,,,,,,,3,Pulo Pakkat II,,,,Semula wil. Kec. Sibabangun,
12.01.18.2004,,,,,,,,4,Janji Maria,,,,Semula wil. Kec. Sibabangun,
12.01.18.2005,,,,,,,,5,Sihadatuon,,,,Semula wil. Kec. Sibabangun,
12.01.18.2006,,,,,,,,6,Sihapas,,,,Semula wil. Kec. Sibabangun,
12.01.19,,,,19,Lumut,,1,,,5,,,Perda No.8/2007,
12.01.19.1001,,,,,,1,Lumut,,,,,,Semula wil. Kec. Sibabangun,
12.01.19.2002,,,,,,,,1,Aek Gambir,,,,Semula wil. Kec. Sibabangun,
12.01.19.2003,,,,,,,,2,Masundung,,,,Semula wil. Kec. Sibabangun,
,,,,,,,,,Sihalogo,,,,Non aktif sesuai Surat Bup. Tapanuli Tengah No. 138/985/2015,
,,,,,,,,,,,,,tgl 15 April 2015,
12.01.19.2005,,,,,,,,3,Lumut Nauli,,,,Semula wil. Kec. Sibabangun,
12.01.19.2006,,,,,,,,4,Lumut Maju,,,,Semula wil. Kec. Sibabangun,
12.01.19.2007,,,,,,,,5,Sialogo,,,,Perda No. 9/2007,
12.01.20,,,,20,Sarudik,,4,,,1,,,Rancangan Perda No. 35/2007,
,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,JUMLAH,,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),
,,,KAB,KOTA,,KECAMATAN,,,KELURAHAN,,D E S A,,,
12.01.20.1001,,,,,,,,1,Sibuluan Nalambok,,,,,Semula wil. Kec. Pandan
12.01.20.1002,,,,,,,,2,Sarudik,,,,,Semula wil. Kec. Pandan
12.01.20.2003,,,,,,,,,,1,Sipan,,,Semula wil. Kec. Pandan
12.01.20.1004,,,,,,,,3,Pasir Bidang,,,,,Semula wil. Kec. Pandan
12.01.20.1005,,,,,,,,4,Pondok Batu,,,,,Semula wil. Kec. Pandan
12.02,2,KAB. TAPANULI UTARA,,,,,15,,11,,241,"3.791,64",308.532,
12.02.01,,,,,1,Tarutung,,,7,,24,,,
12.02.01.1001,,,,,,,,1,Partoli Toruan,,,,,
12.02.01.1002,,,,,,,,2,Hutatoruan V,,,,,
12.02.01.1003,,,,,,,,3,Hutatoruan VI,,,,,
12.02.01.1004,,,,,,,,4,Hutatoruan VII,,,,,
12.02.01.1005,,,,,,,,5,Hutatoruan IX,,,,,
12.02.01.1006,,,,,,,,6,Hutatoruan X,,,,,
12.02.01.1007,,,,,,,,7,Hutatoruan XI,,,,,
12.02.01.2008,,,,,,,,,,1,Parbubu I,,,
12.02.01.2009,,,,,,,,,,2,Parbubu II,,,
12.02.01.2010,,,,,,,,,,3,Hutapea Banuarea,,,
12.02.01.2011,,,,,,,,,,4,Siandor-andor,,,
12.02.01.2012,,,,,,,,,,5,Hutauruk,,,
12.02.01.2013,,,,,,,,,,6,Hapoltahan,,,
12.02.01.2014,,,,,,,,,,7,Parbubu Dolok,,,
12.02.01.2015,,,,,,,,,,8,Aek Siansimun,,,
12.02.01.2016,,,,,,,,,,9,Htgalung Siwaluompo,,,
12.02.01.2017,,,,,,,,,,10,Parbubu Pea,,,
12.02.01.2018,,,,,,,,,,11,Hutatoruan IV,,,
12.02.01.2019,,,,,,,,,,12,Sosunggulon,,,
12.02.01.2020,,,,,,,,,,13,Hutatoruan VIII,,,
12.02.01.2021,,,,,,,,,,14,Simamora,,,
12.02.01.2022,,,,,,,,,,15,Parbaju Toruan,,,
12.02.01.2023,,,,,,,,,,16,Parbaju Julu,,,
12.02.01.2024,,,,,,,,,,17,Parbaju Tonga,,,
12.02.01.2025,,,,,,,,,,18,Sitampurung,,,
12.02.01.2026,,,,,,,,,,19,Siraja Oloan,,,
,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
12.02.01.2027,,,,,,20,Jambur Nauli,,,,,,,
12.02.01.2028,,,,,,21,Sihujur,,,,,,,
12.02.01.2029,,,,,,22,Partali Julu,,,,,,,
12.02.01.2030,,,,,,23,Hutatoruan I,,,,,,,
12.02.01.2031,,,,,,24,Hutatoruan III,,,Perda No. 26/2006,,,,
12.02.02,,,2,Siatas Barita,-,,12,,,,,,,
12.02.02.2001,,,,,,1,Siraja Hutagalung,,,,,,,
12.02.02.2002,,,,,,2,Pansur Napitu,,,,,,,
12.02.02.2003,,,,,,3,Simanampang,,,,,,,
12.02.02.2004,,,,,,4,Sidagal,,,,,,,
12.02.02.2005,,,,,,5,Simarakir Julu,,,,,,,
12.02.02.2006,,,,,,6,Enda Portibi,,,,,,,
12.02.02.2007,,,,,,7,Simorangkir,,,,,,,
,,,,,,,Habinsaran,,,,,,,
12.02.02.2008,,,,,,8,Sangkaran,,,,,,,
12.02.02.2009,,,,,,9,Lumban Siagian Jae,,,,,,,
12.02.02.2010,,,,,,10,Lumban Siagian Julu,,,,,,,
12.02.02.2011,,,,,,11,Sitompul,,,,,,,
12.02.02.2012,,,,,,12,Lobu Hole,,,,,,,
12.02.03,,,3,Adian Koting,-,,16,,,,,,,
12.02.03.2001,,,,,,1,Dolok Nauli,,,,,,,
12.02.03.2002,,,,,,2,Pansurbatu,,,,,,,
12.02.03.2003,,,,,,3,Pardomuan Nauli,,,,,,,
12.02.03.2004,,,,,,4,Siantar Naipospos,,,,,,,
12.02.03.2005,,,,,,5,Sibalanga,,,,,,,
12.02.03.2006,,,,,,6,Pagaran Lambung III,,,,,,,
12.02.03.2007,,,,,,7,Pagaran Lambung IV,,,,,,,
12.02.03.2008,,,,,,8,Adian Koting,,,,,,,
12.02.03.2009,,,,,,9,Pangaran Pisang,,,,,,,
12.02.03.2010,,,,,,10,Banuaji IV,,,,,,,
12.02.03.2011,,,,,,11,Banuaji I,,,,,,,
12.02.03.2012,,,,,,12,Banuaji II,,,,,,,
12.02.03.2013,,,,,,13,Pangaran Lambung I,,,,,,,
12.02.03.2014,,,,,,14,Pangaran Lambung II,,,,,,,
12.02.03.2015,,,,,,15,Pansurbatu I,,,Pemekaran sebagian wil Desa Pansurbatu Perda No. 3/2011,,,,
,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
12.02.03.2016,,,,,,,16,Pansurbatu II,,,Pemekaran sebagian wil Desa Pansurbatu Perda No. 3/2011,,,
12.02.04,,,4,Sipoholon,,1,,13,,,,,,
12.02.04.1001,,,,,1,Situmeang,,,,,,,,
,,,,,,Habinsaran,,,,,,,,
12.02.04.2002,,,,,,,1,Hutauruk,,,,,,
12.02.04.2003,,,,,,,2,Simanungkalit,,,,,,
12.02.04.2004,,,,,,,3,Situmeang,,,,,,
,,,,,,,,Hasundutan,,,,,,
12.02.04.2005,,,,,,,4,Sipahutar,,,,,,
,,,,,,,,Pangaribuan,,,,,,
12.02.04.2007,,,,,,,5,Tapian Nauli,,,,,,
12.02.04.2008,,,,,,,6,Huta Raja,,,,,,
12.02.04.2009,,,,,,,7,Lobu Singkam,,,,,,
12.02.04.2010,,,,,,,8,Rura Julu Dolok,,,,,,
12.02.04.2011,,,,,,,9,Rura Julu Toruan,,,,,,
12.02.04.2012,,,,,,,10,Hutaraja Hasundutan,,,,,,
12.02.04.2013,,,,,,,11,Pagarbatu,,,,,,
12.02.04.2014,,,,,,,12,Hutaraja,,,Perda No. 7/2006.,,,
,,,,,,,,Simanungkalit,,,,,,
12.02.04.2015,,,,,,,13,Hutauruk,,,Perda No. 27/2006,,,
,,,,,,,,Hasundutan,,,,,,
12.02.05,,,5,Pahae Julu,,1,,18,,,,,,
12.02.05.1001,,,,,1,Onan Hasang,,,,,,,,
12.02.05.2002,,,,,,,1,Simasom,,,,,,
12.02.05.2003,,,,,,,2,Janji Natogu,,,,,,
12.02.05.2004,,,,,,,3,Pagur Dotan,,,,,,
12.02.05.2005,,,,,,,4,Sibaganding,,,,,,
12.02.05.2006,,,,,,,5,Lumban Garaga,,,,,,
12.02.05.2007,,,,,,,6,Sitolu Ama,,,,,,
12.02.05.2008,,,,,,,7,Lumban Tonga,,,,,,
12.02.05.2009,,,,,,,8,Lumban Dolok,,,,,,
12.02.05.2010,,,,,,,9,Simataniari,,,,,,
12.02.05.2011,,,,,,,10,Lumban Jaean,,,,,,
12.02.05.2012,,,,,,,11,Huta Barat,,,,,,
12.02.05.2013,,,,,,,12,Lontung Dolok,,,,,,
12.02.05.2014,,,,,,,13,Simanampang,,,,,,
,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.02.05.2015,,,,,,,,14,Lobu Pining,,,,,
12.02.05.2016,,,,,,,,15,Pantis,,,,,
12.02.05.2017,,,,,,,,16,Lumban Gaol,,,,,
12.02.05.2018,,,,,,,,17,Simardangiang,,,,,
12.02.05.2019,,,,,,,,18,Simasom Toruan,,,,,
12.02.06,,,,6,Pahae Jae,,1,,12,,,,,
12.02.06.1001,,,,,,1,Sarulla,,,,,,,
12.02.06.2002,,,,,,,,1,Tordolok Nauli,,,,,
12.02.06.2003,,,,,,,,2,Sigurung-gurung,,,,,
12.02.06.2004,,,,,,,,3,Silangkitang,,,,,
12.02.06.2005,,,,,,,,4,Sitoluompu,,,,,
12.02.06.2006,,,,,,,,5,Siopat Bahal,,,,,
12.02.06.2007,,,,,,,,6,Pardomuan,,,,,
,,,,,,,,,Nainggolan,,,,,
12.02.06.2008,,,,,,,,7,Nahornop Marsada,,,,,
12.02.06.2009,,,,,,,,8,Parsaoran Samosir,,,,,
12.02.06.2010,,,,,,,,9,Suka Maju,,,,,
12.02.06.2011,,,,,,,,10,Setia,,,,,
12.02.06.2012,,,,,,,,11,Parsaoran Nainggolan,,,,,
12.02.06.2013,,,,,,,,12,Pardamean,,,,,
,,,,,,,,,Nainggolan,,,,,
12.02.07,,,,7,Simangumban,,-,,8,,,,,
12.02.07.2001,,,,,,,,1,Silosung,,,,,
12.02.07.2002,,,,,,,,2,Dolok Sanggul,,,,,
12.02.07.2003,,,,,,,,3,Simangumban Jae,,,,,
12.02.07.2004,,,,,,,,4,Aek Nabara,,,,,
12.02.07.2005,,,,,,,,5,Dolok Saut,,,,,
12.02.07.2006,,,,,,,,6,Simangumban Julu,,,,,
12.02.07.2007,,,,,,,,7,Lobu Sihim,,,,,
12.02.07.2008,,,,,,,,8,Pardomuan,,,Perda No. 30/2006,,
12.02.08,,,,8,Purba Tua,,-,,11,,,,,
12.02.08.2001,,,,,,,,1,Sidua Bahal,,,,,
12.02.08.2002,,,,,,,,2,Sibulan Bulan,,,,,
12.02.08.2003,,,,,,,,3,Bonani Dolok,,,,,
12.02.08.2004,,,,,,,,4,Pardomuan J.,,,,,
Angkola,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.02.08.2005,,,,,,,,5,Hutanagodang,,,,,
12.02.08.2006,,,,,,,,6,Robean,,,,,
12.02.08.2007,,,,,,,,7,Janji Nauli,,,,,
12.02.08.2008,,,,,,,,8,Selamat,,,,,
12.02.08.2009,,,,,,,,9,Purba Tua,,,,,
12.02.08.2010,,,,,,,,10,Sitolu Bahal,,,,,
12.02.08.2011,,,,,,,,11,Parsaoran J. Angkola,,,,,
12.02.09,,,,9,Siborong-Borong,,1,,20,,,,,
12.02.09.1001,,,,,,1,Psr Siborong Borong,,,,,,,
12.02.09.2002,,,,,,,,1,Siborong Borong I,,,,,
12.02.09.2003,,,,,,,,2,Siborong Borong II,,,,,
12.02.09.2004,,,,,,,,3,Sitampurung,,,,,
12.02.09.2005,,,,,,,,4,Sitabotabo,,,,,
12.02.09.2006,,,,,,,,5,Bahal Batu I,,,,,
12.02.09.2007,,,,,,,,6,Bahal Batu II,,,,,
12.02.09.2008,,,,,,,,7,Bahal Batu III,,,,,
12.02.09.2009,,,,,,,,8,Lobu Siregar I,,,,,
12.02.09.2010,,,,,,,,9,Lobu Siregar II,,,,,
12.02.09.2011,,,,,,,,10,Pohan Julu,,,,,
12.02.09.2012,,,,,,,,11,Pohan Tonga,,,,,
12.02.09.2013,,,,,,,,12,Pohan Jae,,,,,
12.02.09.2014,,,,,,,,13,Paniaran,,,,,
12.02.09.2015,,,,,,,,14,Parik Sabungan,,,,,
12.02.09.2016,,,,,,,,15,Hutabulu,,,,,
12.02.09.2017,,,,,,,,16,Lumban Tonga Tonga,,,,,
12.02.09.2018,,,,,,,,17,Sigumbang,,,,,
12.02.09.2019,,,,,,,,18,Siaro,,,,,
12.02.09.2020,,,,,,,,19,Silait-Lait,,,Perda No. 5/2006.,,
12.02.09.2021,,,,,,,,20,Sitabotabo Toruan,,,Perda No. 5/2006.,,
12.02.10,,,,10,Pagaran,,-,,14,,,,,
12.02.10.2001,,,,,,,,1,Simamora Hasibuan,,,,,
12.02.10.2002,,,,,,,,2,Lumban Julu,,,,,
12.02.10.2003,,,,,,,,3,Pagaran,,,,,
12.02.10.2004,,,,,,,,4,Sibaragas,,,,,
,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
12.02.10.2005,,,,,,5,Sipultak,,,,,,,
12.02.10.2006,,,,,,6,Lubis,,,,,,,
12.02.10.2007,,,,,,7,Banualuhu,,,,,,,
12.02.10.2008,,,,,,8,Parhorboan,,,,,,,
12.02.10.2009,,,,,,9,Lumban Motung,,,,,,,
12.02.10.2010,,,,,,10,Lumban Ina Ina,,,,,,,
12.02.10.2011,,,,,,11,Doloksaribu,,,,,,,
12.02.10.2012,,,,,,12,Lumban Silintong,,,,,,,
12.02.10.2013,,,,,,13,Sipultak Dolok,,,Perda No. 28/2006,,,,
12.02.10.2014,,,,,,14,Hasibuan,,,Perda No. 28/2006,,,,
12.02.11,,,11,Parmonangan,-,,14,,,,,,,
12.02.11.2001,,,,,,1,Manalu,,,,,,,
12.02.11.2002,,,,,,2,Manalu Purba,,,,,,,
12.02.11.2003,,,,,,3,Manalu Dolok,,,,,,,
12.02.11.2004,,,,,,4,Hutajulu,,,,,,,
12.02.11.2005,,,,,,5,Aek Raja,,,,,,,
12.02.11.2006,,,,,,6,Hutatinggi,,,,,,,
12.02.11.2007,,,,,,7,Lobusunut,,,,,,,
12.02.11.2008,,,,,,8,Sisordak,,,,,,,
12.02.11.2009,,,,,,9,Pertengahan,,,Perda No. 4/2006.,,,,
12.02.11.2010,,,,,,10,Hutatua,,,Perda No. 4/2006.,,,,
12.02.11.2011,,,,,,11,Hutajulu Parbalik,,,Perda No. 4/2006.,,,,
12.02.11.2012,,,,,,12,Horisan Ranggitgit,,,Perda No. 4/2006.,,,,
12.02.11.2013,,,,,,13,Purba Dolok,,,Perda No. 29/2006,,,,
12.02.11.2014,,,,,,14,Batuarimo,,,Perda No. 29/2006,,,,
12.02.12,,,12,Sipahutar,-,,25,,,,,,,
12.02.12.2001,,,,,,1,Sabungannihuta IV,,,,,,,
12.02.12.2002,,,,,,2,Sabungannihuta I,,,,,,,
12.02.12.2003,,,,,,3,Sipahutar I,,,,,,,
12.02.12.2004,,,,,,4,Sipahutar II,,,,,,,
12.02.12.2005,,,,,,5,Sipahutar III,,,,,,,
12.02.12.2006,,,,,,6,Onan Runggu I,,,,,,,
12.02.12.2007,,,,,,7,Tapian Nauli III,,,,,,,
12.02.12.2008,,,,,,8,Onan Runggu III,,,,,,,
,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
12.02.12.2009,,,,,,9,Siabal-abal III,,,,,,,
12.02.12.2010,,,,,,10,Siabal-abal I,,,,,,,
12.02.12.2011,,,,,,11,Aek Nauli II,,,,,,,
12.02.12.2012,,,,,,12,Tapian Nauli II,,,,,,,
12.02.12.2013,,,,,,13,Sabungannihuta III,,,,,,,
12.02.12.2014,,,,,,14,Onan Runggu IV,,,,,,,
12.02.12.2015,,,,,,15,Siabal-abal II,,,,,,,
12.02.12.2016,,,,,,16,Aek Nauli I,,,,,,,
12.02.12.2017,,,,,,17,Aek Nauli III,,,,,,,
12.02.12.2018,,,,,,18,Onan Runggu II,,,,,,,
12.02.12.2019,,,,,,19,Tapian Nauli I,,,,,,,
12.02.12.2020,,,,,,20,Sabungannihuta II,,,,,,,
12.02.12.2021,,,,,,21,Sabungannihuta V,,,,,,,
12.02.12.2022,,,,,,22,Siabal-abal IV,,,,,,,
12.02.12.2023,,,,,,23,Aek Nauli IV,,,Perda No. 25/2006,,,,
12.02.12.2024,,,,,,24,Siabal-abal V,,,Pemekaran sebagain wil Desa Siabal-abal II Perda No. 2/2011,,,,
12.02.12.2025,,,,,,25,Siabal-abal VI,,,Pemekaran sebagain wil Desa Siabal-abal I Perda No. 2/2011,,,,
12.02.13,,,13,Pangaribuan,-,,26,,,,,,,
12.02.13.2001,,,,,,1,Pakpahan,,,,,,,
12.02.13.2002,,,,,,2,Sampagul,,,,,,,
12.02.13.2003,,,,,,3,Godung Borotan,,,,,,,
12.02.13.2004,,,,,,4,Parratusan,,,,,,,
12.02.13.2005,,,,,,5,Lumban Siregar,,,,,,,
12.02.13.2006,,,,,,6,Sigotom Julu,,,,,,,
12.02.13.2007,,,,,,7,Rahut Bosi,,,,,,,
12.02.13.2008,,,,,,8,Batu Nadua,,,,,,,
12.02.13.2009,,,,,,9,Silantom Tonga,,,,,,,
12.02.13.2010,,,,,,10,Silantom Julu,,,,,,,
12.02.13.2011,,,,,,11,Pansurnatolu,,,,,,,
12.02.13.2012,,,,,,12,Parlombuan,,,,,,,
12.02.13.2013,,,,,,13,Purbatua,,,,,,,
12.02.13.2014,,,,,,14,Lumban Sinaga,,,,,,,
,,,,,,,Simatupang,,,,,,,
12.02.13.2015,,,,,,15,Batumanumpak,,,,,,,
12.02.13.2016,,,,,,16,Sibingke,,,,,,,
,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,,
,NAMA PROVINSI /,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,,
K O D E,KABUPATEN / KOTA,,,,,,,(Km2),(Jiwa) *),,,,,
,,KAB,KOTA,KECAMATAN,KELURAHAN,,D E S A,,,,,,,
12.02.13.2017,,,,,,17,Najumambe,,,,,,,
12.02.13.2018,,,,,,18,Parsibarungan,,,,,,,
12.02.13.2019,,,,,,19,Harianja,,,,,,,
12.02.13.2020,,,,,,20,Silantom Jae,,,Perda No. 6/2006.,,,,
12.02.13.2021,,,,,,21,Padang Parsadaan,,,Perda No. 6/2006.,,,,
12.02.13.2022,,,,,,22,Parsorminan I,,,Perda No. 6/2006.,,,,
12.02.13.2023,,,,,,23,Hutaraja,,,Pemekaran sebagian wil Desa Sampagul Perda No. 1/2011,,,,
12.02.13.2024,,,,,,24,Rahut Bosi Onan,,,Pemekaran sebagian wil Desa Rahut Bosi Perda No. 1/2011,,,,
12.02.13.2025,,,,,,25,Sigotom Timur,,,Pemekaran sebagian wil Desa Godung Borotan Perda No. 1/2011,,,,
12.02.13.2026,,,,,,26,Sigotom Dolok Nauli,,,Pemekaran sebagian wil Desa Godung Borotan Perda No. 1/2011,,,,
12.02.14,,,14,Garoga,-,,13,,,,,,,
12.02.14.2001,,,,,,1,Garoga Sibargot,,,,,,,
12.02.14.2002,,,,,,2,Lontung Jae I,,,,,,,
12.02.14.2003,,,,,,3,Parsosoran,,,,,,,
12.02.14.2004,,,,,,4,Padang Siandomang,,,,,,,
12.02.14.2005,,,,,,5,Sibaganding,,,,,,,
12.02.14.2006,,,,,,6,Sirmpang Bolon,,,,,,,
12.02.14.2007,,,,,,7,Gonting Garoga,,,,,,,
12.02.14.2008,,,,,,8,Lontung Jae II,,,,,,,
12.02.14.2009,,,,,,9,Gonting Salak,,,,,,,
12.02.14.2010,,,,,,10,Sibalanga,,,,,,,
12.02.14.2011,,,,,,11,Aek Tangga,,,,,,,
12.02.14.2012,,,,,,12,Parinsoran,,,,,,,
12.02.14.2013,,,,,,13,Parmanuhan,,,Pemekaran sebagian wil Desa Parsosoran Perda No. 4/2011,,,,
12.02.15,,,15,Muara,-,,15,,,,,,,
12.02.15.2001,,,,,,1,Hutanagodang,,,,,,,
12.02.15.2002,,,,,,2,Unte Mungkur,,,,,,,
12.02.15.2003,,,,,,3,Hutalontung,,,,,,,
12.02.15.2004,,,,,,4,Hutaginjang,,,,,,,
12.02.15.2005,,,,,,5,Dolok Matumbur,,,,,,,
12.02.15.2006,,,,,,6,Mariba Ni Aek,,,,,,,
12.02.15.2007,,,,,,7,Sampuran,,,,,,,
12.02.15.2008,,,,,,8,Silando,,,,,,,
12.02.15.2009,,,,,,9,Sibandang,,,,,,,
,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,JUMLAH,,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,
,,NAMA PROVINSI /,,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N
K O D E,,KABUPATEN / KOTA,,,,,,,,,,(Km2),(Jiwa) *),
,,,KAB,KOTA,,KECAMATAN,,,KELURAHAN,,D E S A,,,
12.02.15.2010,,,,,,,,,,10,Simatupang,,,
12.02.15.2011,,,,,,,,,,11,Silali Toruan,,,
12.02.15.2012,,,,,,,,,,12,Batubinumbun,,,
12.02.15.2013,,,,,,,,,,13,Sitanggor,,,
12.02.15.2014,,,,,,,,,,14,Papande,,,
12.02.15.2015,,,,,,,,,,15,Aritonang,,,
12.03,3,KAB. TAPANULI SELATAN,,,,,14,,37,,211,"6.030,47",303.428,
12.03.01,,,,,1,Angkola Barat,,,2,,12,,,"Perubahan nama Kec. Padang Sidempuan Barat, Perda No."
,,,,,,,,,,,,,,13/2007
12.03.01.1001,,,,,,,,1,Sitinjak,,,,,
12.03.01.2002,,,,,,,,,,1,Panobasan,,,
12.03.01.1003,,,,,,,,2,Simatorkis Sisoma,,,,,"Peningkatan status Kel., Perda No. 5/2008"
