Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
,,,,,,,,,,,,,,
LAMPIRAN,,,,,,,,,,,,,,
PERATURAN MENTERI DALAM NEGERI REPUBLIK INDONESIA,,,,,,,,,,,,,,
,,NOMOR,TAHUN,,,,,,,,,,,
,,,TENTANG KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN,,,,,,,,,,,
,,,,,,"B. KODE DAN DATA WILAYAH ADMINISTRASI PEMERINTAHAN PROVINSI, KABUPATEN/KOTA. KECAMATAN DAN DESA/KELURAHAN SELURUH INDONESIA",,,,,,,,
,,,JUMLAH,,,N A M A,/   J U M L A H,,,LUAS,JUMLAH,,,
K O D E,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
,,KABUPATEN / KOTA,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,(Km2),(Jiwa) *),,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,,KECAMATAN,KELURAHAN,,D E S A,,,,,,
12.12.20.2012,,,,,,,12,Siantar Tonga-Tonga,,,Semula wil Kec. Porsea,,,
,,,,,,,II,,,,,,,
12.12.20.2013,,,,,,,13,Siantar Sigordang,,,Semula wil. Kec. Porsea,,,
12.12.20.2014,,,,,,,14,Siantar Tonga-Tonga,,,"Pemekaran sebagian Desa Siantar Tonga-Tonga I, Perda No.",,,
,,,,,,,III,,,,4/2009,,,
12.12.21,,,,13,Nassau,-,,10,,,Perda No. 17/2006,,,
12.12.21.2001,,,,,,,1,Lumban Rau Tengah,,,Semula wil. Kec. Habinsaran,,,
12.12.21.2002,,,,,,,2,Lumban Rau Timur,,,Semula wil. Kec. Habinsaran,,,
12.12.21.2003,,,,,,,3,Lumban Rau Utara,,,Semula wil. Kec. Habinsaran,,,
12.12.21.2004,,,,,,,4,Sipagabu,,,Semula wil. Kec. Habinsaran,,,
12.12.21.2005,,,,,,,5,Napajoring,,,Semula wil. Kec. Habinsaran,,,
12.12.21.2006,,,,,,,6,Liat Tondung,,,Perda No. 3/2008,,,
12.12.21.2007,,,,,,,7,Batu Manumpak,,,Perda No. 3/2008,,,
12.12.21.2008,,,,,,,8,Lumban Rau Tenggara,,,Perda No. 3/2008,,,
12.12.21.2009,,,,,,,9,Cinta Damai,,,Perda No. 3/2008,,,
12.12.21.2010,,,,,,,10,Siantarasa,,,Perda No. 3/2008,,,
12.12.22,,,,14,Tampahan,-,,6,,,Perda No. 17/2006,,,
12.12.22.2001,,,,,,,1,Lintong Nihuta,,,Semula wil. Kec. Balige,,,
12.12.22.2002,,,,,,,2,Tarabunga,,,Semula wil. Kec. Balige,,,
12.12.22.2003,,,,,,,3,Meat,,,Semula wil. Kec. Balige,,,
12.12.22.2004,,,,,,,4,Gurgur Aek Raja,,,Semula wil. Kec. Balige,,,
12.12.22.2005,,,,,,,5,Tangga Batu Barat,,,Semula wil. Kec. Balige,,,
12.12.22.2006,,,,,,,6,Tangga Batu Timur,,,Semula wil. Kec. Balige,,,
12.12.23,,,,15,Bonatua Lunasi,-,,12,,,Pemekaran Kec Perda No. 5/2008,,,
12.12.23.2001,,,,,,,1,Sihiong,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2002,,,,,,,2,Sinar Sabungan,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2003,,,,,,,3,Lumban Lobu,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2004,,,,,,,4,Harungguan,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2005,,,,,,,5,Naga Timbul,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2006,,,,,,,6,Sibadihon,,,Semula wil Kec Lumban Julu Perda No. 5/2008,,,
12.12.23.2007,,,,,,,7,Silamosik II,,,Semula wil Kec Porsea Perda No. 5/2008,,,
,,,,,,,,Raut Bosi,,,"Menjadi wil Kec. Porsea, Perda No. 5/2009",,,
,,,,,,,,Sampuara,,,"Menjadi wil Kec. Uluan, Perda No. 5/2009",,,
,,,,,,,,Dolok Saribu Lumban,,,"Menjadi wil Kec. Uluan, Perda No. 5/2009",,,
Nabolon,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,
,,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.12.23.2011,,,,,,,,8,Partoruan Lumban,,,"Pemekaran sebagian Desa Lumban Lobu, Perda No. 4/2009",,
,,,,,,,,Lobu,,,,,,
12.12.23.2012,,,,,,,,9,Pardolok Lumban,,,"Pemekaran sebagian Desa Lumban Lobu, Perda No. 4/2009",,
,,,,,,,,Lobu,,,,,,
12.12.23.2013,,,,,,,,10,Silombu,,,"Pemekaran sebagian Desa Sinar Sabungan, Perda No. 4/2009",,
12.12.23.2014,,,,,,,,11,Lumban Sangkalan,,,"Pemekaran sebagian Desa Harungguan, Perda No. 4/2009",,
12.12.23.2015,,,,,,,,12,Nagatimbul Timur,,,"Pemekaran sebagian Desa Nagatimbul, Perda No. 4/2009",,
12.12.24,,,,16,Parmaksian,,-,,11,,,Pemekaran Kec Perda No. 5/2008,,
12.12.24.2001,,,,,,,,1,Siantar Utara,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2002,,,,,,,,2,Lumban Sitorus,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2003,,,,,,,,3,Banjar Ganjang,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2004,,,,,,,,4,Tangga Batu I,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2005,,,,,,,,5,Tangga Batu II,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2006,,,,,,,,6,Pangombusan,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2007,,,,,,,,7,Jonggi Manulus,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2008,,,,,,,,8,Lumban Huala,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2009,,,,,,,,9,Dolok Nauli,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2010,,,,,,,,10,Bius Gu Barat,,,Semula wil Kec Porsea Perda No. 5/2008,,
12.12.24.2011,,,,,,,,11,Lumban Manurung,,,"Pemekaran sebagian Desa Bius Gu Barat, Perda No. 4/2009",,
12.13,13,KAB. MANDAILING NATAL,,,,23,27,,377,"6.134,00",480.911,,,
12.13.01,,,,1,Panyabungan,,9,,30,,,,,
12.13.01.2001,,,,,,,,1,Adian Jior,,,,,
12.13.01.2002,,,,,,,,2,Aek Banir,,,,,
12.13.01.2003,,,,,,,,3,Aek Mata,,,,,
12.13.01.2004,,,,,,,,4,Darussalam,,,,,
12.13.01.2005,,,,,,,,5,Gunung Barani,,,,,
12.13.01.2006,,,,,,,,6,Gunung Manaon,,,,,
12.13.01.2007,,,,,,,,7,Gunung Tua Jae,,,,,
12.13.01.2008,,,,,,,,8,Gunung Tua Julu,,,,,
12.13.01.2009,,,,,,,,9,Gunung Tua Tonga,,,,,
12.13.01.2010,,,,,,,,10,Huta Lombang Lubis,,,,,
12.13.01.1011,,,,,,1,Kota Siantar,,,,,,,
12.13.01.2012,,,,,,,,11,Ipar Bondar,,,,,
12.13.01.2013,,,,,,,,12,Kampung Padang,,,,,
12.13.01.1014,,,,,,2,Kayu Jati,,,,,,,
,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
12.13.01.2015,,,,,,,13,Lumban Pasir,,,,,,
12.13.01.2016,,,,,,,14,Manyabar,,,,,,
12.13.01.2017,,,,,,,15,Pagaran Tonga,,,,,,
12.13.01.2018,,,,,,,16,Panyabungan Jae,,,,,,
12.13.01.2019,,,,,,,17,Panyabungan Julu,,,,,,
12.13.01.2020,,,,,,,18,Panyabungan Tonga,,,,,,
12.13.01.2021,,,,,,,19,Perbangunan,,,,,,
12.13.01.1022,,,,,3,Pasar Hilir,,,,,Peningkatan status menjadi Kel Perda No. 4/2004,,,
12.13.01.1023,,,,,4,Pidoli Dolok,,,,,Peningkatan status menjadi Kel Perda No. 4/2004,,,
12.13.01.2024,,,,,,,20,Pidoli Lombang,,,,,,
12.13.01.2025,,,,,,,21,Salam Bue,,,,,,
12.13.01.2026,,,,,,,22,Sarak Matua,,,,,,
12.13.01.2027,,,,,,,23,Sigalapang Julu,,,,,,
12.13.01.2028,,,,,,,24,Siobon Julu,,,Perda No. 4/2004,,,
12.13.01.2029,,,,,,,25,Sipapaga,,,,,,
12.13.01.2030,,,,,,,26,Sopobatu,,,,,,
12.13.01.1031,,,,,5,Panyabungan II,,,,,,,,
12.13.01.1032,,,,,6,Panyabungan III,,,,,,,,
12.13.01.1033,,,,,7,Panyabungan I,,,,,,,,
,,,,,,,,Gunung Tua Labuan,,,,,,
,,,,,,,Pasir,,,,,,,
12.13.01.1035,,,,,8,Sipolu-Polu,,,,,Pemekaran sebagian wil Kel Panyambungan II Perda No. 4/2004,,,
12.13.01.1036,,,,,9,Dalan Lidang,,,,,Pemekaran sebagian wil Kel Pidoli Dolok Perda No. 4/2004,,,
12.13.01.2037,,,,,,,27,Siobon Jae,,,Perda No. 7/2002,,,
12.13.01.2038,,,,,,,28,Panggorengan,,,Pemekaran sebagian wil Desa Lumban Pasir Perda No. 4/2004,,,
12.13.01.2039,,,,,,,29,Saba Jambu,,,Pemekaran sebagian wil Desa Pagaran Tonga Perda No. 4/2004,,,
12.13.01.2040,,,,,,,30,Manyabar Jae,,,Pemekaran sebagian wil Desa Manyabar Perda No. 20/2010,,,
12.13.02,,,2,Panyabungan Utara,,1,,13,,,,,,
,,,,,,,,Bangun Sejati,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,,
12.13.02.2002,,,,,,,1,Beringin Jaya,,,,,,
,,,,,,,,Huta Bargot Lombang,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,,
,,,,,,,,Huta Bargot Dolok,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,,
,,,,,,,,Huta Bargot Setia,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,,
,,,,,,,,Huta Bargot Nauli,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,,
12.13.02.2007,,,,,,,2,Huta damai,,,,,,
,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.13.02.2008,,,,,,,,3,Jambur Padang,,,,,
,,,,,,,,,Matinggi,,,,,
12.13.02.2009,,,,,,,,4,Kampung Baru,,,,,
12.13.02.2010,,,,,,,,5,Mompang Julu,,,,,
,,,,,,,,,Mondan,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,
12.13.02.1012,,,,,,1,Mompang Jae,,,,,,,
,,,,,,,,,Pasar Huta Bargot,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,
12.13.02.2014,,,,,,,,6,Rumbio,,,,,
12.13.02.2015,,,,,,,,7,Suka Ramai,,,,,
,,,,,,,,,Sayur Maincat,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,
12.13.02.2017,,,,,,,,8,Sopo Sorik,,,,,
12.13.02.2018,,,,,,,,9,Simanondong,,,,,
12.13.02.2019,,,,,,,,10,Torbanua Raja,,,,,
12.13.02.2020,,,,,,,,11,Tanjung Mompang,,,,,
,,,,,,,,,Hutarimbaru,,,"Menjadi wil Kec. Huta Bargot, Perda No. 10/2007",,
,,,,,,,,,Hutabargot Simalang,,,,,
12.13.02.2023,,,,,,,,12,Binanga,,,Perda No. 17/2007,,
12.13.02.2024,,,,,,,,13,Hutanaingkan,,,Perda No. 17/2007,,
12.13.03,,,,3,Panyabungan Timur,,1,,14,,,,,
12.13.03.2001,,,,,,,,1,Aek Nabara,,,,,
12.13.03.1002,,,,,,1,Gunung Baringin,,,,,,,
12.13.03.2003,,,,,,,,2,Hutaimbaru,,,Perda No. 7/2002,,
12.13.03.2004,,,,,,,,3,Huta Bangun,,,,,
12.13.03.2005,,,,,,,,4,Huta Tinggi,,,,,
12.13.03.2006,,,,,,,,5,Pagur,,,Perda No. 7/2002,,
12.13.03.2007,,,,,,,,6,Pardomuan,,,,,
12.13.03.2008,,,,,,,,7,Parmompang,,,,,
12.13.03.2009,,,,,,,,8,Ranto Natas,,,,,
12.13.03.2010,,,,,,,,9,Sirangkap,,,,,
12.13.03.2011,,,,,,,,10,Tanjung,,,,,
12.13.03.2012,,,,,,,,11,Tebing Tinggi,,,,,
12.13.03.2013,,,,,,,,12,Tanjung Julu,,,Perda No. 4/2004,,
12.13.03.2014,,,,,,,,13,Banjar Lancat,,,Perda No. 4/2004,,
12.13.03.2015,,,,,,,,14,Padang Laru,,,Perda No. 17/2007,,
12.13.04,,,,4,Panyabungan Selatan,,1,,10,,,,,
,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.13.04.2001,,,,,,,,1,Aek Ngali,,,,,
12.13.04.2002,,,,,,,,2,Hutarimbaru,,,,,
12.13.04.2003,,,,,,,,3,Hayuraja,,,,,
12.13.04.2004,,,,,,,,4,Huta Julu,,,Perda No. 4/2004,,
12.13.04.2005,,,,,,,,5,Kayu Laut,,,,,
12.13.04.2006,,,,,,,,6,Lumban Dolok,,,,,
12.13.04.2007,,,,,,,,7,Roburan Dolok,,,,,
12.13.04.2008,,,,,,,,8,Roburan Lombang,,,,,
12.13.04.1009,,,,,,1,Tano Bato,,,,,Perda No. 4/2004,,
12.13.04.2010,,,,,,,,9,Huta Raja,,,Perda No. 4/2004,,
12.13.04.2011,,,,,,,,10,Pagaran Gala-Gala,,,Perda No. 17/2007,,
12.13.05,,,,5,Panyabungan Barat,,1,,9,,,,,
12.13.05.2001,,,,,,,,1,Barbaran,,,,,
12.13.05.2002,,,,,,,,2,Barbaran Jae,,,,,
12.13.05.2003,,,,,,,,3,Batang Gadis,,,,,
12.13.05.2004,,,,,,,,4,Huta Baringin,,,,,
12.13.05.2005,,,,,,,,5,Huta Tonga BB,,,,,
12.13.05.1006,,,,,,1,Longat,,,,,,,
12.13.05.2007,,,,,,,,6,Runding,,,Perda No. 7/2002,,
12.13.05.2008,,,,,,,,7,Sirambas,,,,,
12.13.05.2009,,,,,,,,8,Saba Jior,,,,,
12.13.05.2010,,,,,,,,9,Batang Gadis Jae,,,Pemekaran sebagian Desa Batang Gadis Perda No. 4/2004,,
12.13.06,,,,6,Siabu,,2,,26,,,,,
12.13.06.2001,,,,,,,,1,Aek Mual,,,,,
12.13.06.2002,,,,,,,,2,Bonan Dolok,,,,,
12.13.06.2003,,,,,,,,3,Huta Raja,,,,,
12.13.06.2004,,,,,,,,4,Huta Puli,,,,,
12.13.06.2005,,,,,,,,5,Huta Baringin,,,,,
12.13.06.2006,,,,,,,,6,Huta Godang Muda,,,,,
12.13.06.2007,,,,,,,,7,Huraba I,,,,,
12.13.06.2008,,,,,,,,8,Huraba II,,,,,
12.13.06.2009,,,,,,,,9,Lumban Pinasa,,,,,
12.13.06.2010,,,,,,,,10,Lumban Dolok,,,,,
12.13.06.2011,,,,,,,,11,Muara Btg. Angkola,,,,,
,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.13.06.2012,,,,,,,,12,Pintu Padang Jae,,,,,
12.13.06.2013,,,,,,,,13,Pintu Padang Julu,,,,,
12.13.06.1014,,,,,,1,Siabu,,,,,Peningkatan status menjadi Kel Perda No. 4/2004,,
12.13.06.2015,,,,,,,,14,Sibaruang,,,,,
12.13.06.2016,,,,,,,,15,Sihepeng,,,,,
12.13.06.2017,,,,,,,,16,Simaninggir,,,,,
12.13.06.2018,,,,,,,,17,Sinonoan,,,,,
12.13.06.2019,,,,,,,,18,Tangga Bosi II,,,,,
12.13.06.2020,,,,,,,,19,Tanjung Sialang,,,,,
12.13.06.2021,,,,,,,,20,Tangga Bosi I,,,,,
12.13.06.2022,,,,,,,,21,Tangga Bosi III,,,,,
12.13.06.1023,,,,,,2,Simangambat,,,,,,,
12.13.06.2024,,,,,,,,22,Sihepeng Sada,,,Pemekaran sebagian Desa Sihepeng Perda No. 20/2010,,
12.13.06.2025,,,,,,,,23,Sihepeng Dua,,,Pemekaran sebagian Desa Sihepeng Perda No. 20/2010,,
12.13.06.2026,,,,,,,,24,Sihepeng Tolu,,,Pemekaran sebagian Desa Sihepeng Perda No. 20/2010,,
12.13.06.2027,,,,,,,,25,Sihepeng Opat,,,Pemekaran sebagian Desa Sihepeng Perda No. 20/2010,,
12.13.06.2028,,,,,,,,26,Sihepeng Lima,,,Pemekaran sebagian Desa Sihepeng Perda No. 20/2010,,
12.13.07,,,,7,Bukit Malintang,,-,,11,,,,,
12.13.07.2001,,,,,,,,1,Bange,,,,,
,,,,,,,,,Banua Rakyat,,,"Menjadi wil Kec. Naga Juang, Perda No. 46/2007",,
12.13.07.2003,,,,,,,,2,Huta Bangun,,,,,
,,,,,,,,,Humbang I,,,"Menjadi wil Kec. Naga Juang, Perda No. 46/2007",,
12.13.07.2005,,,,,,,,3,Janji Matogu,,,,,
12.13.07.2006,,,,,,,,4,Malintang Jae,,,,,
12.13.07.2007,,,,,,,,5,Malintang Julu,,,,,
12.13.07.2008,,,,,,,,6,Pasar Baru Malintang,,,,,
,,,,,,,,,Sayur Matua,,,"Menjadi wil Kec. Naga Juang, Perda No. 46/2007",,
12.13.07.2010,,,,,,,,7,Sidojadi,,,,,
,,,,,,,,,Tambiski,,,"Menjadi wil Kec. Naga Juang, Perda No. 46/2007",,
,,,,,,,,,Tarutung Panjang,,,"Menjadi wil Kec. Naga Juang, Perda No. 46/2007",,
12.13.07.2013,,,,,,,,8,Lambou Darul Ihsan,,,Perda No. 17/2007,,
12.13.07.2014,,,,,,,,9,Huta Bangun Jae,,,"Perda No, 45/2007",,
12.13.07.2015,,,,,,,,10,Bange Nauli,,,"Perda No, 45/2007",,
12.13.07.2016,,,,,,,,11,Malintang,,,Pemekaran sebagian Desa Malintang Jae Perda No. 4/2004,,
,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.13.08,,,,8,Kotanopan,,2,,35,,,,,
12.13.08.2001,,,,,,,,1,Batahan,,,,,
12.13.08.2002,,,,,,,,2,Botung,,,,,
12.13.08.2003,,,,,,,,3,Gading Bain,,,,,
12.13.08.2004,,,,,,,,4,Gunung Tua MS,,,,,
12.13.08.2005,,,,,,,,5,Gunung Tua SM,,,,,
12.13.08.2006,,,,,,,,6,Hutapuli,,,,,
12.13.08.2007,,,,,,,,7,Huta Padang MS,,,,,
12.13.08.2008,,,,,,,,8,Hutarimbaru SM,,,,,
12.13.08.2009,,,,,,,,9,Huta Baringin TB,,,,,
12.13.08.2010,,,,,,,,10,Huta Pungkut Jae,,,,,
12.13.08.2011,,,,,,,,11,Huta Pungkut Tonga,,,,,
12.13.08.2012,,,,,,,,12,Huta Pungkut Julu,,,,,
12.13.08.2013,,,,,,,,13,Huta Dangka,,,,,
12.13.08.2014,,,,,,,,14,Muara Potan,,,,,
12.13.08.2015,,,,,,,,15,Muara Siambak,,,,,
12.13.08.2016,,,,,,,,16,Manambin,,,,,
12.13.08.2017,,,,,,,,17,Muara Pungkut,,,,,
12.13.08.2018,,,,,,,,18,Muara Botung,,,,,
12.13.08.2019,,,,,,,,19,Pagar Gunung,,,,,
12.13.08.2020,,,,,,,,20,Padang Bulan,,,,,
12.13.08.2021,,,,,,,,21,Patialo,,,,,
12.13.08.2022,,,,,,,,22,Saba Dolok,,,,,
12.13.08.2023,,,,,,,,23,Singengu Jae,,,,,
12.13.08.2024,,,,,,,,24,Singengu Julu,,,,,
12.13.08.2025,,,,,,,,25,Sayur Maincat,,,,,
12.13.08.2026,,,,,,,,26,Simpang Tolang Jae,,,,,
12.13.08.2027,,,,,,,,27,Simpang Tolang Julu,,,,,
12.13.08.2028,,,,,,,,28,Sibio Bio,,,,,
12.13.08.2029,,,,,,,,29,Sopo Sorik,,,,,
12.13.08.2030,,,,,,,,30,Simandolam,,,,,
12.13.08.2031,,,,,,,,31,Tombang Bustak,,,,,
12.13.08.1032,,,,,,1,Tamiang,,,,,,,
12.13.08.2033,,,,,,,,32,Tobang,,,,,
,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,,
,NAMA PROVINSI /,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,,
K O D E,KABUPATEN / KOTA,,,,,,,,(Km2),(Jiwa) *),,,,
,,KAB,KOTA,KECAMATAN,,KELURAHAN,,D E S A,,,,,,
12.13.08.2034,,,,,,,33,Ujung Marisi,,,,,,
12.13.08.2035,,,,,,,34,Usor Tolang,,,,,,
12.13.08.1036,,,,,2,Pasar Kotanopan,,,,,,,,
12.13.08.2037,,,,,,,35,Muara Saladi,,,Perda 8/2002,,,
12.13.09,,,9,Lembah Sorik Marapi,,1,,8,,,,,,
12.13.09.2001,,,,,,,1,Aek Marian MG,,,Perda No. 7/2002,,,
12.13.09.2002,,,,,,,2,Bangun Purba,,,,,,
12.13.09.2003,,,,,,,3,Maga Lombang,,,,,,
12.13.09.2004,,,,,,,4,Maga Dolok,,,,,,
12.13.09.2005,,,,,,,5,Purba Baru,,,,,,
12.13.09.2006,,,,,,,6,Purba Lamo,,,,,,
12.13.09.2007,,,,,,,7,Pangkat,,,,,,
12.13.09.1008,,,,,1,Pasar Maga,,,,,,,,
12.13.09.2009,,,,,,,8,Siantona,,,,,,
12.13.10,,,10,Tambangan,,1,,19,,,,,,
12.13.10.2001,,,,,,,1,Angin Barat,,,,,,
,,,,,,,,Hutabaringin Julu,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,,
,,,,,,,,Huta Lombang,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,,
,,,,,,,,Hutanamale,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,,
,,,,,,,,Hutatinggi,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,,
12.13.10.2006,,,,,,,2,Huta Tonga AB,,,,,,
12.13.10.2007,,,,,,,3,Laru Baringin,,,,,,
12.13.10.2008,,,,,,,4,Laru Bolak,,,,,,
12.13.10.2009,,,,,,,5,Laru Dolok,,,,,,
12.13.10.1010,,,,,1,Laru Lombang,,,,,,,,
12.13.10.2011,,,,,,,6,Lumban Pasir,,,,,,
12.13.10.2012,,,,,,,7,Muara Mais,,,,,,
12.13.10.2013,,,,,,,8,Muara Mais Jambur,,,,,,
12.13.10.2014,,,,,,,9,Padang Sanggar,,,,,,
12.13.10.2015,,,,,,,10,Panjaringan,,,,,,
12.13.10.2016,,,,,,,11,Pasar Laru,,,,,,
12.13.10.2017,,,,,,,12,Pastap,,,,,,
12.13.10.2018,,,,,,,13,Pastap Julu,,,,,,
,,,,,,,,Purba Julu,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,,
,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,JUMLAH,,,,,N A M A   /   J U M L A H,,,LUAS,JUMLAH,,,
,NAMA PROVINSI /,,,,,,,,,WILAYAH,PENDUDUK,K E T E R A N G A N,,
K O D E,KABUPATEN / KOTA,,,,,,,,,(Km2),(Jiwa) *),,,
,,KAB,KOTA,,KECAMATAN,,KELURAHAN,,D E S A,,,,,
12.13.10.2020,,,,,,,,14,Rao Rao Dolok,,,,,
12.13.10.2021,,,,,,,,15,Rao Rao Lombang,,,,,
,,,,,,,,,Sibanggor Jae,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,
,,,,,,,,,Sibanggor Julu,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,
,,,,,,,,,Sibanggor Tonga,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,
12.13.10.2025,,,,,,,,16,Simangambat TB,,,,,
12.13.10.2026,,,,,,,,17,Tambangan Jae,,,,,
12.13.10.2027,,,,,,,,18,Tambangan Pasoman,,,,,
12.13.10.2028,,,,,,,,19,Tambangan Tonga,,,,,
,,,,,,,,,Handel,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,
,,,,,,,,,Huta Barat,,,"Menjadi wil Kec. Puncak Sorik Marapi, Perda No. 10/2007",,
12.13.11,,,,11,Ulu Pungkut,,1,,11,,,,,
12.13.11.2001,,,,,,,,1,Alahan Kae,,,,,
12.13.11.2002,,,,,,,,2,Habincaran,,,,,
12.13.11.1003,,,,,,1,Huta Godang,,,,,,,
12.13.11.2004,,,,,,,,3,Huta Padang UP,,,,,
12.13.11.2005,,,,,,,,4,Hutaimbaru UP,,,,,
,,,,,,,,,Muara Saladi,,,,,
12.13.11.2007,,,,,,,,5,Patahajang,,,,,
12.13.11.2008,,,,,,,,6,Simpang Banyak Jae,,,,,
12.13.11.2009,,,,,,,,7,Simpang Banyak Julu,,,,,
12.13.11.2010,,,,,,,,8,Simpang Duhu Dolok,,,,,
12.13.11.2011,,,,,,,,9,Simpang Duhu,,,,,
,,,,,,,,,Lombang,,,,,
12.13.11.2012,,,,,,,,10,Simpang Pining,,,,,
12.13.11.2013,,,,,,,,11,Tolang,,,,,
12.13.12,,,,12,Muara Sipongi,,1,,15,,,,,
